06:54:40 Pod redisoperator-56c8dfdfb-dkllr 794:	Successfully assigned acto-namespace/redisoperator-56c8dfdfb-dkllr to acto-cluster-12-worker2
06:54:43 Pod rfs-test-cluster-54df69f8df-7wl2v 859:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-7wl2v to acto-cluster-12-worker
06:54:43 Pod rfs-test-cluster-54df69f8df-7wl2v 865:	Container image "redis:6.2.6-alpine" already present on machine
06:54:43 Pod rfs-test-cluster-54df69f8df-7wl2v 865:	Created container sentinel-config-copy
06:55:01 Pod rfs-test-cluster-54df69f8df-7wl2v 865:	Started container sentinel-config-copy
06:55:04 Pod rfs-test-cluster-54df69f8df-7wl2v 865:	Container image "redis:6.2.6-alpine" already present on machine
06:55:05 Pod rfs-test-cluster-54df69f8df-7wl2v 865:	Created container sentinel
06:55:05 Pod rfs-test-cluster-54df69f8df-7wl2v 865:	Started container sentinel
07:00:16 Pod rfs-test-cluster-54df69f8df-7wl2v 865:	Stopping container sentinel
06:54:43 Pod rfs-test-cluster-54df69f8df-qrt8k 858:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-qrt8k to acto-cluster-12-worker2
06:54:43 Pod rfs-test-cluster-54df69f8df-qrt8k 864:	Container image "redis:6.2.6-alpine" already present on machine
06:54:43 Pod rfs-test-cluster-54df69f8df-qrt8k 864:	Created container sentinel-config-copy
06:55:00 Pod rfs-test-cluster-54df69f8df-qrt8k 864:	Started container sentinel-config-copy
06:55:03 Pod rfs-test-cluster-54df69f8df-qrt8k 864:	Container image "redis:6.2.6-alpine" already present on machine
06:55:03 Pod rfs-test-cluster-54df69f8df-qrt8k 864:	Created container sentinel
06:55:04 Pod rfs-test-cluster-54df69f8df-qrt8k 864:	Started container sentinel
06:59:26 Pod rfs-test-cluster-54df69f8df-qrt8k 864:	Stopping container sentinel
06:54:43 ReplicaSet rfs-test-cluster-54df69f8df 852:	Created pod: rfs-test-cluster-54df69f8df-6x8fl
06:54:43 ReplicaSet rfs-test-cluster-54df69f8df 852:	Created pod: rfs-test-cluster-54df69f8df-qrt8k
06:54:43 ReplicaSet rfs-test-cluster-54df69f8df 852:	Created pod: rfs-test-cluster-54df69f8df-7wl2v
06:58:36 ReplicaSet rfs-test-cluster-54df69f8df 1427:	Deleted pod: rfs-test-cluster-54df69f8df-6x8fl
06:59:26 ReplicaSet rfs-test-cluster-54df69f8df 1558:	Deleted pod: rfs-test-cluster-54df69f8df-qrt8k
07:00:16 ReplicaSet rfs-test-cluster-54df69f8df 1691:	Deleted pod: rfs-test-cluster-54df69f8df-7wl2v
07:10:18 Pod rfs-test-cluster-6769cd86cf-7rqh6 3087:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-7rqh6 to acto-cluster-12-worker
07:10:18 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Container image "redis:6.2.6-alpine" already present on machine
07:10:18 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Created container sentinel-config-copy
07:10:30 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Started container sentinel-config-copy
07:10:32 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Container image "redis:6.2.6-alpine" already present on machine
07:10:32 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Created container sentinel
07:10:32 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Started container sentinel
07:10:32 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:10:32 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 172.273192ms
07:10:32 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Created container sentinel-exporter
07:10:34 Pod rfs-test-cluster-6769cd86cf-7rqh6 3091:	Started container sentinel-exporter
07:08:36 Pod rfs-test-cluster-6769cd86cf-9psgq 2826:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-9psgq to acto-cluster-12-worker2
07:08:37 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Container image "redis:6.2.6-alpine" already present on machine
07:08:37 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Created container sentinel-config-copy
07:08:47 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Started container sentinel-config-copy
07:08:50 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Container image "redis:6.2.6-alpine" already present on machine
07:08:50 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Created container sentinel
07:08:50 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Started container sentinel
07:08:50 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:08:50 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 125.338866ms
07:08:50 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Created container sentinel-exporter
07:08:53 Pod rfs-test-cluster-6769cd86cf-9psgq 2829:	Started container sentinel-exporter
07:09:26 Pod rfs-test-cluster-6769cd86cf-g5ddl 2952:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-g5ddl to acto-cluster-12-worker3
07:09:28 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Container image "redis:6.2.6-alpine" already present on machine
07:09:28 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Created container sentinel-config-copy
07:09:41 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Started container sentinel-config-copy
07:09:43 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Container image "redis:6.2.6-alpine" already present on machine
07:09:43 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Created container sentinel
07:09:44 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Started container sentinel
07:09:44 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:09:44 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 124.577823ms
07:09:44 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Created container sentinel-exporter
07:09:46 Pod rfs-test-cluster-6769cd86cf-g5ddl 2955:	Started container sentinel-exporter
07:01:18 Pod rfs-test-cluster-6769cd86cf-jmnvv 1813:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-jmnvv to acto-cluster-12-worker2
07:01:19 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Container image "redis:6.2.6-alpine" already present on machine
07:01:19 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Created container sentinel-config-copy
07:01:36 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Started container sentinel-config-copy
07:01:39 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Container image "redis:6.2.6-alpine" already present on machine
07:01:39 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Created container sentinel
07:01:39 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Started container sentinel
07:01:39 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:01:39 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 107.248746ms
07:01:39 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Created container sentinel-exporter
07:01:41 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Started container sentinel-exporter
07:05:52 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Stopping container sentinel
07:05:52 Pod rfs-test-cluster-6769cd86cf-jmnvv 1816:	Stopping container sentinel-exporter
07:02:18 Pod rfs-test-cluster-6769cd86cf-wt7fr 1951:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-wt7fr to acto-cluster-12-worker3
07:02:19 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Container image "redis:6.2.6-alpine" already present on machine
07:02:19 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Created container sentinel-config-copy
07:02:32 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Started container sentinel-config-copy
07:02:34 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Container image "redis:6.2.6-alpine" already present on machine
07:02:34 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Created container sentinel
07:02:34 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Started container sentinel
07:02:34 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:02:34 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 143.861624ms
07:02:34 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Created container sentinel-exporter
07:02:36 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Started container sentinel-exporter
07:06:42 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Stopping container sentinel
07:06:42 Pod rfs-test-cluster-6769cd86cf-wt7fr 1953:	Stopping container sentinel-exporter
07:03:08 Pod rfs-test-cluster-6769cd86cf-xhh95 2082:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-xhh95 to acto-cluster-12-worker
07:03:09 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Container image "redis:6.2.6-alpine" already present on machine
07:03:09 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Created container sentinel-config-copy
07:03:23 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Started container sentinel-config-copy
07:03:25 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Container image "redis:6.2.6-alpine" already present on machine
07:03:25 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Created container sentinel
07:03:25 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Started container sentinel
07:03:25 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:03:26 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 163.623734ms
07:03:26 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Created container sentinel-exporter
07:03:28 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Started container sentinel-exporter
07:07:32 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Stopping container sentinel
07:07:32 Pod rfs-test-cluster-6769cd86cf-xhh95 2084:	Stopping container sentinel-exporter
07:01:18 ReplicaSet rfs-test-cluster-6769cd86cf 1810:	Created pod: rfs-test-cluster-6769cd86cf-jmnvv
07:02:18 ReplicaSet rfs-test-cluster-6769cd86cf 1949:	Created pod: rfs-test-cluster-6769cd86cf-wt7fr
07:03:08 ReplicaSet rfs-test-cluster-6769cd86cf 2079:	Created pod: rfs-test-cluster-6769cd86cf-xhh95
07:05:52 ReplicaSet rfs-test-cluster-6769cd86cf 2438:	Deleted pod: rfs-test-cluster-6769cd86cf-jmnvv
07:06:42 ReplicaSet rfs-test-cluster-6769cd86cf 2566:	Deleted pod: rfs-test-cluster-6769cd86cf-wt7fr
07:07:32 ReplicaSet rfs-test-cluster-6769cd86cf 2696:	Deleted pod: rfs-test-cluster-6769cd86cf-xhh95
07:08:36 ReplicaSet rfs-test-cluster-6769cd86cf 2824:	Created pod: rfs-test-cluster-6769cd86cf-9psgq
07:09:26 ReplicaSet rfs-test-cluster-6769cd86cf 2949:	Created pod: rfs-test-cluster-6769cd86cf-g5ddl
07:10:18 ReplicaSet rfs-test-cluster-6769cd86cf 3082:	Created pod: rfs-test-cluster-6769cd86cf-7rqh6
07:05:52 Pod rfs-test-cluster-69fdbb97b6-77mng 2451:	Successfully assigned acto-namespace/rfs-test-cluster-69fdbb97b6-77mng to acto-cluster-12-worker3
07:05:53 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Container image "redis:6.2.6-alpine" already present on machine
07:05:53 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Created container sentinel-config-copy
07:06:08 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Started container sentinel-config-copy
07:06:09 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Container image "redis:6.2.6-alpine" already present on machine
07:06:09 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Created container sentinel
07:06:09 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Started container sentinel
07:06:09 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:06:10 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 110.804248ms
07:06:10 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Created container sentinel-exporter
07:06:12 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Started container sentinel-exporter
07:10:18 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Stopping container sentinel
07:10:18 Pod rfs-test-cluster-69fdbb97b6-77mng 2455:	Stopping container sentinel-exporter
07:05:02 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2324:	Successfully assigned acto-namespace/rfs-test-cluster-69fdbb97b6-dpxq9 to acto-cluster-12-worker2
07:05:02 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Container image "redis:6.2.6-alpine" already present on machine
07:05:02 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Created container sentinel-config-copy
07:05:15 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Started container sentinel-config-copy
07:05:17 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Container image "redis:6.2.6-alpine" already present on machine
07:05:17 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Created container sentinel
07:05:17 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Started container sentinel
07:05:17 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:05:18 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 198.431514ms
07:05:18 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Created container sentinel-exporter
07:05:20 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Started container sentinel-exporter
07:09:26 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Stopping container sentinel
07:09:26 Pod rfs-test-cluster-69fdbb97b6-dpxq9 2328:	Stopping container sentinel-exporter
07:06:42 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2580:	Successfully assigned acto-namespace/rfs-test-cluster-69fdbb97b6-jzr5c to acto-cluster-12-worker
07:06:43 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Container image "redis:6.2.6-alpine" already present on machine
07:06:43 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Created container sentinel-config-copy
07:06:56 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Started container sentinel-config-copy
07:06:58 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Container image "redis:6.2.6-alpine" already present on machine
07:06:58 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Created container sentinel
07:06:58 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Started container sentinel
07:06:58 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
07:06:58 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 114.615872ms
07:06:59 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Created container sentinel-exporter
07:07:01 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Started container sentinel-exporter
07:11:08 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Stopping container sentinel
07:11:08 Pod rfs-test-cluster-69fdbb97b6-jzr5c 2584:	Stopping container sentinel-exporter
07:05:02 ReplicaSet rfs-test-cluster-69fdbb97b6 2321:	Created pod: rfs-test-cluster-69fdbb97b6-dpxq9
07:05:52 ReplicaSet rfs-test-cluster-69fdbb97b6 2449:	Created pod: rfs-test-cluster-69fdbb97b6-77mng
07:06:42 ReplicaSet rfs-test-cluster-69fdbb97b6 2577:	Created pod: rfs-test-cluster-69fdbb97b6-jzr5c
07:09:26 ReplicaSet rfs-test-cluster-69fdbb97b6 2938:	Deleted pod: rfs-test-cluster-69fdbb97b6-dpxq9
07:10:18 ReplicaSet rfs-test-cluster-69fdbb97b6 3073:	Deleted pod: rfs-test-cluster-69fdbb97b6-77mng
07:11:08 ReplicaSet rfs-test-cluster-69fdbb97b6 3201:	Deleted pod: rfs-test-cluster-69fdbb97b6-jzr5c
06:57:45 Pod rfs-test-cluster-bc997c8b-8jgl6 1318:	Successfully assigned acto-namespace/rfs-test-cluster-bc997c8b-8jgl6 to acto-cluster-12-worker3
06:57:46 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Container image "redis:6.2.6-alpine" already present on machine
06:57:46 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Created container sentinel-config-copy
06:58:00 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Started container sentinel-config-copy
06:58:02 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Container image "redis:6.2.6-alpine" already present on machine
06:58:02 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Created container sentinel
06:58:02 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Started container sentinel
06:58:02 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:58:02 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 125.187118ms
06:58:02 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Created container sentinel-exporter
06:58:05 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Started container sentinel-exporter
07:03:08 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Stopping container sentinel
07:03:08 Pod rfs-test-cluster-bc997c8b-8jgl6 1320:	Stopping container sentinel-exporter
06:58:36 Pod rfs-test-cluster-bc997c8b-qkchm 1440:	Successfully assigned acto-namespace/rfs-test-cluster-bc997c8b-qkchm to acto-cluster-12-worker2
06:58:36 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Container image "redis:6.2.6-alpine" already present on machine
06:58:36 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Created container sentinel-config-copy
06:58:50 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Started container sentinel-config-copy
06:58:51 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Container image "redis:6.2.6-alpine" already present on machine
06:58:51 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Created container sentinel
06:58:51 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Started container sentinel
06:58:51 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:58:51 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 125.597971ms
06:58:51 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Created container sentinel-exporter
06:58:54 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Started container sentinel-exporter
07:02:18 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Stopping container sentinel
07:02:18 Pod rfs-test-cluster-bc997c8b-qkchm 1443:	Stopping container sentinel-exporter
06:59:26 Pod rfs-test-cluster-bc997c8b-rltqs 1571:	Successfully assigned acto-namespace/rfs-test-cluster-bc997c8b-rltqs to acto-cluster-12-worker
06:59:29 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Container image "redis:6.2.6-alpine" already present on machine
06:59:29 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Created container sentinel-config-copy
06:59:42 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Started container sentinel-config-copy
06:59:44 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Container image "redis:6.2.6-alpine" already present on machine
06:59:44 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Created container sentinel
06:59:44 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Started container sentinel
06:59:44 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:59:45 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 113.172724ms
06:59:45 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Created container sentinel-exporter
06:59:47 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Started container sentinel-exporter
07:03:58 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Stopping container sentinel
07:03:58 Pod rfs-test-cluster-bc997c8b-rltqs 1574:	Stopping container sentinel-exporter
06:57:45 ReplicaSet rfs-test-cluster-bc997c8b 1315:	Created pod: rfs-test-cluster-bc997c8b-8jgl6
06:58:36 ReplicaSet rfs-test-cluster-bc997c8b 1437:	Created pod: rfs-test-cluster-bc997c8b-qkchm
06:59:26 ReplicaSet rfs-test-cluster-bc997c8b 1568:	Created pod: rfs-test-cluster-bc997c8b-rltqs
07:02:18 ReplicaSet rfs-test-cluster-bc997c8b 1938:	Deleted pod: rfs-test-cluster-bc997c8b-qkchm
07:03:08 ReplicaSet rfs-test-cluster-bc997c8b 2067:	Deleted pod: rfs-test-cluster-bc997c8b-8jgl6
