06:31:43 Pod redisoperator-56c8dfdfb-c25rp 781:	Successfully assigned acto-namespace/redisoperator-56c8dfdfb-c25rp to acto-cluster-10-worker2
06:31:46 Pod rfr-test-cluster-2 826:	Container image "redis:6.2.6-alpine" already present on machine
06:31:46 Pod rfr-test-cluster-2 826:	Created container redis
06:31:46 Pod rfr-test-cluster-2 826:	Started container redis
06:31:46 Pod rfr-test-cluster-2 826:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:31:46 Pod rfr-test-cluster-2 826:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 407.356294ms
06:31:46 Pod rfr-test-cluster-2 826:	Created container redis-exporter
06:31:49 Pod rfr-test-cluster-2 826:	Started container redis-exporter
06:32:25 Pod rfr-test-cluster-2 826:	Readiness probe failed: 
06:31:45 PodDisruptionBudget rfr-test-cluster 807:	No matching pods found
06:31:45 StatefulSet rfr-test-cluster 810:	create Pod rfr-test-cluster-0 in StatefulSet rfr-test-cluster successful
06:31:45 StatefulSet rfr-test-cluster 810:	create Pod rfr-test-cluster-1 in StatefulSet rfr-test-cluster successful
06:31:45 StatefulSet rfr-test-cluster 810:	create Pod rfr-test-cluster-2 in StatefulSet rfr-test-cluster successful
06:35:38 Pod rfs-test-cluster-5459858676-2m6sn 1424:	Successfully assigned acto-namespace/rfs-test-cluster-5459858676-2m6sn to acto-cluster-10-worker3
06:35:38 Pod rfs-test-cluster-5459858676-2m6sn 1428:	Container image "redis:6.2.6-alpine" already present on machine
06:35:39 Pod rfs-test-cluster-5459858676-2m6sn 1428:	Created container sentinel-config-copy
06:35:52 Pod rfs-test-cluster-5459858676-2m6sn 1428:	Started container sentinel-config-copy
06:35:54 Pod rfs-test-cluster-5459858676-2m6sn 1428:	Container image "redis:6.2.6-alpine" already present on machine
06:35:54 Pod rfs-test-cluster-5459858676-2m6sn 1428:	Created container sentinel
06:35:54 Pod rfs-test-cluster-5459858676-2m6sn 1428:	Started container sentinel
06:39:12 Pod rfs-test-cluster-5459858676-2m6sn 1428:	Stopping container sentinel
06:36:28 Pod rfs-test-cluster-5459858676-lkrlr 1553:	Successfully assigned acto-namespace/rfs-test-cluster-5459858676-lkrlr to acto-cluster-10-worker
06:36:29 Pod rfs-test-cluster-5459858676-lkrlr 1557:	Container image "redis:6.2.6-alpine" already present on machine
06:36:29 Pod rfs-test-cluster-5459858676-lkrlr 1557:	Created container sentinel-config-copy
06:36:41 Pod rfs-test-cluster-5459858676-lkrlr 1557:	Started container sentinel-config-copy
06:36:43 Pod rfs-test-cluster-5459858676-lkrlr 1557:	Container image "redis:6.2.6-alpine" already present on machine
06:36:43 Pod rfs-test-cluster-5459858676-lkrlr 1557:	Created container sentinel
06:36:44 Pod rfs-test-cluster-5459858676-lkrlr 1557:	Started container sentinel
06:40:52 Pod rfs-test-cluster-5459858676-lkrlr 1557:	Stopping container sentinel
06:34:48 Pod rfs-test-cluster-5459858676-qm5kq 1306:	Successfully assigned acto-namespace/rfs-test-cluster-5459858676-qm5kq to acto-cluster-10-worker2
06:34:48 Pod rfs-test-cluster-5459858676-qm5kq 1309:	Container image "redis:6.2.6-alpine" already present on machine
06:34:48 Pod rfs-test-cluster-5459858676-qm5kq 1309:	Created container sentinel-config-copy
06:35:01 Pod rfs-test-cluster-5459858676-qm5kq 1309:	Started container sentinel-config-copy
06:35:03 Pod rfs-test-cluster-5459858676-qm5kq 1309:	Container image "redis:6.2.6-alpine" already present on machine
06:35:03 Pod rfs-test-cluster-5459858676-qm5kq 1309:	Created container sentinel
06:35:03 Pod rfs-test-cluster-5459858676-qm5kq 1309:	Started container sentinel
06:40:02 Pod rfs-test-cluster-5459858676-qm5kq 1309:	Stopping container sentinel
06:34:48 ReplicaSet rfs-test-cluster-5459858676 1303:	Created pod: rfs-test-cluster-5459858676-qm5kq
06:35:38 ReplicaSet rfs-test-cluster-5459858676 1417:	Created pod: rfs-test-cluster-5459858676-2m6sn
06:36:28 ReplicaSet rfs-test-cluster-5459858676 1546:	Created pod: rfs-test-cluster-5459858676-lkrlr
06:39:12 ReplicaSet rfs-test-cluster-5459858676 1899:	Deleted pod: rfs-test-cluster-5459858676-2m6sn
06:40:02 ReplicaSet rfs-test-cluster-5459858676 2027:	Deleted pod: rfs-test-cluster-5459858676-qm5kq
06:40:52 ReplicaSet rfs-test-cluster-5459858676 2155:	Deleted pod: rfs-test-cluster-5459858676-lkrlr
06:31:45 Pod rfs-test-cluster-54df69f8df-45p22 847:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-45p22 to acto-cluster-10-worker
06:31:46 Pod rfs-test-cluster-54df69f8df-45p22 855:	Container image "redis:6.2.6-alpine" already present on machine
06:31:46 Pod rfs-test-cluster-54df69f8df-45p22 855:	Created container sentinel-config-copy
06:32:00 Pod rfs-test-cluster-54df69f8df-45p22 855:	Started container sentinel-config-copy
06:32:05 Pod rfs-test-cluster-54df69f8df-45p22 855:	Container image "redis:6.2.6-alpine" already present on machine
06:32:05 Pod rfs-test-cluster-54df69f8df-45p22 855:	Created container sentinel
06:32:05 Pod rfs-test-cluster-54df69f8df-45p22 855:	Started container sentinel
06:37:18 Pod rfs-test-cluster-54df69f8df-45p22 855:	Stopping container sentinel
06:31:45 Pod rfs-test-cluster-54df69f8df-7pw7v 846:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-7pw7v to acto-cluster-10-worker2
06:31:46 Pod rfs-test-cluster-54df69f8df-7pw7v 850:	Container image "redis:6.2.6-alpine" already present on machine
06:31:46 Pod rfs-test-cluster-54df69f8df-7pw7v 850:	Created container sentinel-config-copy
06:32:03 Pod rfs-test-cluster-54df69f8df-7pw7v 850:	Started container sentinel-config-copy
06:32:05 Pod rfs-test-cluster-54df69f8df-7pw7v 850:	Container image "redis:6.2.6-alpine" already present on machine
06:32:05 Pod rfs-test-cluster-54df69f8df-7pw7v 850:	Created container sentinel
06:32:05 Pod rfs-test-cluster-54df69f8df-7pw7v 850:	Started container sentinel
06:35:38 Pod rfs-test-cluster-54df69f8df-7pw7v 850:	Stopping container sentinel
06:40:02 Pod rfs-test-cluster-54df69f8df-c59c8 2041:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-c59c8 to acto-cluster-10-worker
06:40:02 Pod rfs-test-cluster-54df69f8df-c59c8 2043:	Container image "redis:6.2.6-alpine" already present on machine
06:40:02 Pod rfs-test-cluster-54df69f8df-c59c8 2043:	Created container sentinel-config-copy
06:40:17 Pod rfs-test-cluster-54df69f8df-c59c8 2043:	Started container sentinel-config-copy
06:40:20 Pod rfs-test-cluster-54df69f8df-c59c8 2043:	Container image "redis:6.2.6-alpine" already present on machine
06:40:20 Pod rfs-test-cluster-54df69f8df-c59c8 2043:	Created container sentinel
06:40:20 Pod rfs-test-cluster-54df69f8df-c59c8 2043:	Started container sentinel
06:45:28 Pod rfs-test-cluster-54df69f8df-c59c8 2043:	Stopping container sentinel
06:31:45 Pod rfs-test-cluster-54df69f8df-p54xm 840:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-p54xm to acto-cluster-10-worker3
06:31:46 Pod rfs-test-cluster-54df69f8df-p54xm 844:	Container image "redis:6.2.6-alpine" already present on machine
06:31:46 Pod rfs-test-cluster-54df69f8df-p54xm 844:	Created container sentinel-config-copy
06:32:00 Pod rfs-test-cluster-54df69f8df-p54xm 844:	Started container sentinel-config-copy
06:32:04 Pod rfs-test-cluster-54df69f8df-p54xm 844:	Container image "redis:6.2.6-alpine" already present on machine
06:32:04 Pod rfs-test-cluster-54df69f8df-p54xm 844:	Created container sentinel
06:32:04 Pod rfs-test-cluster-54df69f8df-p54xm 844:	Started container sentinel
06:36:28 Pod rfs-test-cluster-54df69f8df-p54xm 844:	Stopping container sentinel
06:38:22 Pod rfs-test-cluster-54df69f8df-xw5pr 1797:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-xw5pr to acto-cluster-10-worker3
06:38:22 Pod rfs-test-cluster-54df69f8df-xw5pr 1799:	Container image "redis:6.2.6-alpine" already present on machine
06:38:22 Pod rfs-test-cluster-54df69f8df-xw5pr 1799:	Created container sentinel-config-copy
06:38:35 Pod rfs-test-cluster-54df69f8df-xw5pr 1799:	Started container sentinel-config-copy
06:38:37 Pod rfs-test-cluster-54df69f8df-xw5pr 1799:	Container image "redis:6.2.6-alpine" already present on machine
06:38:37 Pod rfs-test-cluster-54df69f8df-xw5pr 1799:	Created container sentinel
06:38:37 Pod rfs-test-cluster-54df69f8df-xw5pr 1799:	Started container sentinel
06:44:38 Pod rfs-test-cluster-54df69f8df-xw5pr 1799:	Stopping container sentinel
06:39:12 Pod rfs-test-cluster-54df69f8df-z8cvv 1912:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-z8cvv to acto-cluster-10-worker2
06:39:12 Pod rfs-test-cluster-54df69f8df-z8cvv 1915:	Container image "redis:6.2.6-alpine" already present on machine
06:39:12 Pod rfs-test-cluster-54df69f8df-z8cvv 1915:	Created container sentinel-config-copy
06:39:26 Pod rfs-test-cluster-54df69f8df-z8cvv 1915:	Started container sentinel-config-copy
06:39:28 Pod rfs-test-cluster-54df69f8df-z8cvv 1915:	Container image "redis:6.2.6-alpine" already present on machine
06:39:28 Pod rfs-test-cluster-54df69f8df-z8cvv 1915:	Created container sentinel
06:39:28 Pod rfs-test-cluster-54df69f8df-z8cvv 1915:	Started container sentinel
06:43:47 Pod rfs-test-cluster-54df69f8df-z8cvv 1915:	Stopping container sentinel
06:31:45 ReplicaSet rfs-test-cluster-54df69f8df 838:	Created pod: rfs-test-cluster-54df69f8df-p54xm
06:31:45 ReplicaSet rfs-test-cluster-54df69f8df 838:	Created pod: rfs-test-cluster-54df69f8df-45p22
06:31:45 ReplicaSet rfs-test-cluster-54df69f8df 838:	Created pod: rfs-test-cluster-54df69f8df-7pw7v
06:35:38 ReplicaSet rfs-test-cluster-54df69f8df 1412:	Deleted pod: rfs-test-cluster-54df69f8df-7pw7v
06:36:28 ReplicaSet rfs-test-cluster-54df69f8df 1540:	Deleted pod: rfs-test-cluster-54df69f8df-p54xm
06:37:18 ReplicaSet rfs-test-cluster-54df69f8df 1671:	Deleted pod: rfs-test-cluster-54df69f8df-45p22
06:38:22 ReplicaSet rfs-test-cluster-54df69f8df 1794:	Created pod: rfs-test-cluster-54df69f8df-xw5pr
06:39:12 ReplicaSet rfs-test-cluster-54df69f8df 1909:	Created pod: rfs-test-cluster-54df69f8df-z8cvv
06:40:02 ReplicaSet rfs-test-cluster-54df69f8df 2037:	Created pod: rfs-test-cluster-54df69f8df-c59c8
06:43:47 ReplicaSet rfs-test-cluster-54df69f8df 2490:	Deleted pod: rfs-test-cluster-54df69f8df-z8cvv
06:44:38 ReplicaSet rfs-test-cluster-54df69f8df 2614:	Deleted pod: rfs-test-cluster-54df69f8df-xw5pr
06:45:28 ReplicaSet rfs-test-cluster-54df69f8df 2744:	Deleted pod: rfs-test-cluster-54df69f8df-c59c8
06:44:38 Pod rfs-test-cluster-5948976897-4vnf5 2626:	Successfully assigned acto-namespace/rfs-test-cluster-5948976897-4vnf5 to acto-cluster-10-worker
06:44:38 Pod rfs-test-cluster-5948976897-4vnf5 2629:	Container image "redis:6.2.6-alpine" already present on machine
06:44:38 Pod rfs-test-cluster-5948976897-4vnf5 2629:	Created container sentinel-config-copy
06:44:53 Pod rfs-test-cluster-5948976897-4vnf5 2629:	Started container sentinel-config-copy
06:44:55 Pod rfs-test-cluster-5948976897-4vnf5 2629:	Container image "redis:6.2.6-alpine" already present on machine
06:44:55 Pod rfs-test-cluster-5948976897-4vnf5 2629:	Created container sentinel
06:44:56 Pod rfs-test-cluster-5948976897-4vnf5 2629:	Started container sentinel
06:49:01 Pod rfs-test-cluster-5948976897-4vnf5 2629:	Stopping container sentinel
06:51:43 Pod rfs-test-cluster-5948976897-847ft 3592:	Successfully assigned acto-namespace/rfs-test-cluster-5948976897-847ft to acto-cluster-10-worker
06:51:44 Pod rfs-test-cluster-5948976897-847ft 3593:	Container image "redis:6.2.6-alpine" already present on machine
06:51:45 Pod rfs-test-cluster-5948976897-847ft 3593:	Created container sentinel-config-copy
06:51:57 Pod rfs-test-cluster-5948976897-847ft 3593:	Started container sentinel-config-copy
06:51:59 Pod rfs-test-cluster-5948976897-847ft 3593:	Container image "redis:6.2.6-alpine" already present on machine
06:51:59 Pod rfs-test-cluster-5948976897-847ft 3593:	Created container sentinel
06:51:59 Pod rfs-test-cluster-5948976897-847ft 3593:	Started container sentinel
06:50:53 Pod rfs-test-cluster-5948976897-ld4w9 3468:	Successfully assigned acto-namespace/rfs-test-cluster-5948976897-ld4w9 to acto-cluster-10-worker2
06:50:53 Pod rfs-test-cluster-5948976897-ld4w9 3472:	Container image "redis:6.2.6-alpine" already present on machine
06:50:53 Pod rfs-test-cluster-5948976897-ld4w9 3472:	Created container sentinel-config-copy
06:51:08 Pod rfs-test-cluster-5948976897-ld4w9 3472:	Started container sentinel-config-copy
06:51:10 Pod rfs-test-cluster-5948976897-ld4w9 3472:	Container image "redis:6.2.6-alpine" already present on machine
06:51:10 Pod rfs-test-cluster-5948976897-ld4w9 3472:	Created container sentinel
06:51:11 Pod rfs-test-cluster-5948976897-ld4w9 3472:	Started container sentinel
06:42:57 Pod rfs-test-cluster-5948976897-mlghm 2384:	Successfully assigned acto-namespace/rfs-test-cluster-5948976897-mlghm to acto-cluster-10-worker2
06:42:59 Pod rfs-test-cluster-5948976897-mlghm 2386:	Container image "redis:6.2.6-alpine" already present on machine
06:42:59 Pod rfs-test-cluster-5948976897-mlghm 2386:	Created container sentinel-config-copy
06:43:12 Pod rfs-test-cluster-5948976897-mlghm 2386:	Started container sentinel-config-copy
06:43:13 Pod rfs-test-cluster-5948976897-mlghm 2386:	Container image "redis:6.2.6-alpine" already present on machine
06:43:13 Pod rfs-test-cluster-5948976897-mlghm 2386:	Created container sentinel
06:43:14 Pod rfs-test-cluster-5948976897-mlghm 2386:	Started container sentinel
06:48:11 Pod rfs-test-cluster-5948976897-mlghm 2386:	Stopping container sentinel
06:50:03 Pod rfs-test-cluster-5948976897-tzgsk 3351:	Successfully assigned acto-namespace/rfs-test-cluster-5948976897-tzgsk to acto-cluster-10-worker3
06:50:04 Pod rfs-test-cluster-5948976897-tzgsk 3354:	Container image "redis:6.2.6-alpine" already present on machine
06:50:04 Pod rfs-test-cluster-5948976897-tzgsk 3354:	Created container sentinel-config-copy
06:50:18 Pod rfs-test-cluster-5948976897-tzgsk 3354:	Started container sentinel-config-copy
06:50:20 Pod rfs-test-cluster-5948976897-tzgsk 3354:	Container image "redis:6.2.6-alpine" already present on machine
06:50:21 Pod rfs-test-cluster-5948976897-tzgsk 3354:	Created container sentinel
06:50:21 Pod rfs-test-cluster-5948976897-tzgsk 3354:	Started container sentinel
06:43:47 Pod rfs-test-cluster-5948976897-tzhtz 2502:	Successfully assigned acto-namespace/rfs-test-cluster-5948976897-tzhtz to acto-cluster-10-worker3
06:43:48 Pod rfs-test-cluster-5948976897-tzhtz 2505:	Container image "redis:6.2.6-alpine" already present on machine
06:43:48 Pod rfs-test-cluster-5948976897-tzhtz 2505:	Created container sentinel-config-copy
06:44:02 Pod rfs-test-cluster-5948976897-tzhtz 2505:	Started container sentinel-config-copy
06:44:04 Pod rfs-test-cluster-5948976897-tzhtz 2505:	Container image "redis:6.2.6-alpine" already present on machine
06:44:04 Pod rfs-test-cluster-5948976897-tzhtz 2505:	Created container sentinel
06:44:05 Pod rfs-test-cluster-5948976897-tzhtz 2505:	Started container sentinel
06:47:20 Pod rfs-test-cluster-5948976897-tzhtz 2505:	Stopping container sentinel
06:42:57 ReplicaSet rfs-test-cluster-5948976897 2381:	Created pod: rfs-test-cluster-5948976897-mlghm
06:43:47 ReplicaSet rfs-test-cluster-5948976897 2500:	Created pod: rfs-test-cluster-5948976897-tzhtz
06:44:38 ReplicaSet rfs-test-cluster-5948976897 2624:	Created pod: rfs-test-cluster-5948976897-4vnf5
06:47:20 ReplicaSet rfs-test-cluster-5948976897 2977:	Deleted pod: rfs-test-cluster-5948976897-tzhtz
06:48:11 ReplicaSet rfs-test-cluster-5948976897 3099:	Deleted pod: rfs-test-cluster-5948976897-mlghm
06:49:01 ReplicaSet rfs-test-cluster-5948976897 3226:	Deleted pod: rfs-test-cluster-5948976897-4vnf5
06:50:03 ReplicaSet rfs-test-cluster-5948976897 3349:	Created pod: rfs-test-cluster-5948976897-tzgsk
06:50:53 ReplicaSet rfs-test-cluster-5948976897 3466:	Created pod: rfs-test-cluster-5948976897-ld4w9
06:51:43 ReplicaSet rfs-test-cluster-5948976897 3589:	Created pod: rfs-test-cluster-5948976897-847ft
06:46:30 Pod rfs-test-cluster-bfdc85788-4p9qs 2867:	Successfully assigned acto-namespace/rfs-test-cluster-bfdc85788-4p9qs to acto-cluster-10-worker3
06:46:30 Pod rfs-test-cluster-bfdc85788-4p9qs 2869:	Container image "redis:6.2.6-alpine" already present on machine
06:46:30 Pod rfs-test-cluster-bfdc85788-4p9qs 2869:	Created container sentinel-config-copy
06:46:44 Pod rfs-test-cluster-bfdc85788-4p9qs 2869:	Started container sentinel-config-copy
06:46:46 Pod rfs-test-cluster-bfdc85788-4p9qs 2869:	Container image "redis:6.2.6-alpine" already present on machine
06:46:46 Pod rfs-test-cluster-bfdc85788-4p9qs 2869:	Created container sentinel
06:46:48 Pod rfs-test-cluster-bfdc85788-4p9qs 2869:	Started container sentinel
06:50:53 Pod rfs-test-cluster-bfdc85788-4p9qs 2869:	Stopping container sentinel
06:47:20 Pod rfs-test-cluster-bfdc85788-jfhbl 2991:	Successfully assigned acto-namespace/rfs-test-cluster-bfdc85788-jfhbl to acto-cluster-10-worker2
06:47:21 Pod rfs-test-cluster-bfdc85788-jfhbl 2995:	Container image "redis:6.2.6-alpine" already present on machine
06:47:21 Pod rfs-test-cluster-bfdc85788-jfhbl 2995:	Created container sentinel-config-copy
06:47:34 Pod rfs-test-cluster-bfdc85788-jfhbl 2995:	Started container sentinel-config-copy
06:47:37 Pod rfs-test-cluster-bfdc85788-jfhbl 2995:	Container image "redis:6.2.6-alpine" already present on machine
06:47:37 Pod rfs-test-cluster-bfdc85788-jfhbl 2995:	Created container sentinel
06:47:37 Pod rfs-test-cluster-bfdc85788-jfhbl 2995:	Started container sentinel
06:51:43 Pod rfs-test-cluster-bfdc85788-jfhbl 2995:	Stopping container sentinel
06:48:11 Pod rfs-test-cluster-bfdc85788-v8kdm 3111:	Successfully assigned acto-namespace/rfs-test-cluster-bfdc85788-v8kdm to acto-cluster-10-worker
06:48:11 Pod rfs-test-cluster-bfdc85788-v8kdm 3117:	Container image "redis:6.2.6-alpine" already present on machine
06:48:11 Pod rfs-test-cluster-bfdc85788-v8kdm 3117:	Created container sentinel-config-copy
06:48:25 Pod rfs-test-cluster-bfdc85788-v8kdm 3117:	Started container sentinel-config-copy
06:48:27 Pod rfs-test-cluster-bfdc85788-v8kdm 3117:	Container image "redis:6.2.6-alpine" already present on machine
06:48:27 Pod rfs-test-cluster-bfdc85788-v8kdm 3117:	Created container sentinel
06:48:27 Pod rfs-test-cluster-bfdc85788-v8kdm 3117:	Started container sentinel
06:52:33 Pod rfs-test-cluster-bfdc85788-v8kdm 3117:	Stopping container sentinel
06:46:30 ReplicaSet rfs-test-cluster-bfdc85788 2864:	Created pod: rfs-test-cluster-bfdc85788-4p9qs
06:47:20 ReplicaSet rfs-test-cluster-bfdc85788 2988:	Created pod: rfs-test-cluster-bfdc85788-jfhbl
06:48:11 ReplicaSet rfs-test-cluster-bfdc85788 3109:	Created pod: rfs-test-cluster-bfdc85788-v8kdm
06:50:53 ReplicaSet rfs-test-cluster-bfdc85788 3457:	Deleted pod: rfs-test-cluster-bfdc85788-4p9qs
06:51:43 ReplicaSet rfs-test-cluster-bfdc85788 3580:	Deleted pod: rfs-test-cluster-bfdc85788-jfhbl
06:52:33 ReplicaSet rfs-test-cluster-bfdc85788 3710:	Deleted pod: rfs-test-cluster-bfdc85788-v8kdm
06:31:45 PodDisruptionBudget rfs-test-cluster 833:	No matching pods found
06:31:45 Deployment rfs-test-cluster 836:	Scaled up replica set rfs-test-cluster-54df69f8df to 3
06:34:48 Deployment rfs-test-cluster 1302:	Scaled up replica set rfs-test-cluster-5459858676 to 1
06:35:38 Deployment rfs-test-cluster 1372:	Scaled down replica set rfs-test-cluster-54df69f8df to 2
06:35:38 Deployment rfs-test-cluster 1413:	Scaled up replica set rfs-test-cluster-5459858676 to 2
06:36:28 Deployment rfs-test-cluster 1515:	Scaled down replica set rfs-test-cluster-54df69f8df to 1
06:36:28 Deployment rfs-test-cluster 1542:	Scaled up replica set rfs-test-cluster-5459858676 to 3
06:37:18 Deployment rfs-test-cluster 1659:	Scaled down replica set rfs-test-cluster-54df69f8df to 0
06:38:22 Deployment rfs-test-cluster 1791:	Scaled up replica set rfs-test-cluster-54df69f8df to 1
06:39:12 Deployment rfs-test-cluster 1853:	Scaled down replica set rfs-test-cluster-5459858676 to 2
06:39:12 Deployment rfs-test-cluster 1853:	(combined from similar events): Scaled down replica set rfs-test-cluster-bfdc85788 to 0
06:50:03 Deployment rfs-test-cluster 3346:	Scaled up replica set rfs-test-cluster-5948976897 to 1
06:50:53 Deployment rfs-test-cluster 3458:	Scaled up replica set rfs-test-cluster-5948976897 to 2
